;	V3 text file written for MicroBrightField products.
                ( 1208.97   -54.47  -566.14     1.03)  ; 8
                ( 1208.85   -52.98  -565.85     0.66)  ; 9
                ( 1208.98   -51.12  -565.64     0.96)  ; 10
                ( 1209.07   -49.72  -565.47     0.66)  ; 11
                ( 1208.92   -48.77  -565.13     0.88)  ; 12
                ( 1208.89   -47.51  -564.65     1.11)  ; 13
                ( 1208.83   -45.86  -564.38     1.11)  ; 14
                ( 1208.91   -43.74  -564.03     0.52)  ; 15
                ( 1207.96   -41.56  -563.21     0.52)  ; 16
                ( 1207.31   -39.87  -562.64     0.59)  ; 17
                ( 1207.07   -38.44  -562.30     0.88)  ; 18
                ( 1207.24   -36.84  -562.14     0.52)  ; 19
                ( 1207.70   -35.10  -562.11     0.52)  ; 20
                ( 1208.78   -33.74  -562.34     0.59)  ; 21
                ( 1209.11   -32.17  -562.26     0.52)  ; 22
                ( 1209.01   -31.09  -562.05     1.11)  ; 23
                ( 1208.83   -30.23  -561.83     1.25)  ; 24
                ( 1208.45   -28.87  -561.44     0.59)  ; 25
                ( 1208.11   -27.98  -561.13     0.74)  ; 26
                ( 1207.58   -26.58  -560.65     0.37)  ; 27
                ( 1207.63   -25.44  -560.50     0.59)  ; 28
                ( 1207.79   -24.49  -560.44     0.44)  ; 29
                ( 1207.85   -23.46  -560.31     0.74)  ; 30
                ( 1208.44   -21.56  -560.34     0.37)  ; 31
                ( 1208.35   -20.37  -560.11     0.37)  ; 32
                ( 1208.17   -19.52  -559.89     0.88)  ; 33
                ( 1208.38   -18.72  -559.88     0.88)  ; 34
                ( 1208.86   -17.49  -559.94     0.44)  ; 35
                ( 1208.88   -16.72  -559.84     0.44)  ; 36
                ( 1208.75   -15.70  -559.61     1.47)  ; 37
                ( 1209.44   -13.78  -559.67     0.44)  ; 38
                ( 1209.50   -12.85  -559.58     0.44)  ; 39
                ( 1209.54   -12.59  -559.55     0.81)  ; 40
                ( 1209.94   -10.49  -559.45     0.37)  ; 41
                ( 1210.05    -9.60  -559.36     0.37)  ; 42
                ( 1210.17    -9.03  -559.34     0.59)  ; 43
                ( 1210.62    -6.98  -559.26     0.44)  ; 44
                ( 1210.11    -5.02  -558.71     0.44)  ; 45
                ( 1209.20    -2.77  -557.91     0.52)  ; 46
                ( 1209.33    -1.21  -557.75     1.03)  ; 47
                ( 1209.60     0.51  -557.63     1.03)  ; 48
                ( 1209.83     2.07  -557.51     0.66)  ; 49
                ( 1210.07     3.53  -557.41     0.29)  ; 50
                ( 1210.26     5.15  -557.20     0.29)  ; 51
                ( 1210.12     6.08  -556.99     0.59)  ; 52
                ( 1210.09     7.00  -556.84     0.37)  ; 53
                ( 1209.85     8.21  -556.54     0.22)  ; 54
                ( 1208.97    10.72  -555.71     0.37)  ; 55
                ( 1209.24    11.36  -555.75     0.66)  ; 56
                ( 1209.81    12.81  -555.83     0.37)  ; 57
                ( 1209.81    13.89  -555.66     0.37)  ; 58
                ( 1209.84    15.40  -555.66     0.52)  ; 59
                ( 1209.68    16.40  -554.67     0.29)  ; 60
                ( 1209.70    17.38  -554.47     0.29)  ; 61
                ( 1209.83    17.85  -554.47     1.03)  ; 62
                ( 1210.21    18.49  -554.50     1.03)  ; 63
                ( 1210.56    18.73  -553.69     0.44)  ; 64
                ( 1211.01    19.39  -553.83     0.29)  ; 65
                ( 1211.43    20.28  -553.84     0.44)  ; 66
                ( 1211.82    21.31  -553.89     0.29)  ; 67
                ( 1211.87    22.65  -553.70     0.74)  ; 68
                ( 1212.00    24.00  -553.57     0.22)  ; 69
                ( 1211.68    25.00  -553.26     0.88)  ; 70
                ( 1211.51    26.64  -552.92     0.29)  ; 71
                ( 1211.06    28.25  -552.45     0.29)  ; 72
                ( 1211.55    29.27  -552.55     0.66)  ; 73
                ( 1211.66    30.25  -552.46     0.37)  ; 74
                ( 1211.67    31.24  -552.31     0.29)  ; 75
                ( 1211.05    32.42  -551.83     0.88)  ; 76
                ( 1211.67    33.81  -551.94     0.37)  ; 77
                ( 1212.33    35.37  -552.04     0.37)  ; 78
                ( 1212.81    36.49  -552.11     0.37)  ; 79
                ( 1212.52    37.65  -551.80     0.37)  ; 80
                ( 1212.25    38.51  -551.53     0.59)  ; 81
                ( 1211.95    39.77  -551.19     0.29)  ; 82
                ( 1211.68    40.73  -550.91     0.66)  ; 83
                ( 1211.11    42.14  -550.54     0.29)  ; 84
                ( 1211.16    43.27  -550.40     0.29)  ; 85
                ( 1211.25    44.28  -550.36     0.59)  ; 86
                ( 1211.06    46.64  -549.91     1.18)  ; 87
                ( 1210.64    47.53  -549.56     0.37)  ; 88
                ( 1210.59    48.87  -549.34     0.74)  ; 89
                 Normal
              |
                ( 1208.21   -64.07  -578.53     1.33)  ; 1, R-1-2-2-2-2-2-2
                ( 1207.39   -62.80  -578.46     1.33)  ; 2
                ( 1207.53   -61.69  -576.46     1.55)  ; 3
                ( 1207.19   -59.73  -575.72     1.55)  ; 4
                ( 1207.65   -57.49  -575.02     1.69)  ; 5
                ( 1208.79   -55.38  -573.45     1.40)  ; 6
                ( 1209.28   -53.17  -573.38     1.33)  ; 7
                ( 1209.58   -51.75  -573.24     1.47)  ; 8
                ( 1209.83   -50.59  -573.20     1.77)  ; 9
                ( 1210.62   -48.47  -573.28     2.36)  ; 10
                (
                  ( 1211.04   -48.55  -574.94     0.81)  ; 1, R-1-2-2-2-2-2-2-1
                  ( 1211.97   -48.11  -575.75     0.66)  ; 2
                  ( 1213.17   -47.33  -577.74     0.81)  ; 3
                  ( 1213.78   -46.92  -578.54     0.81)  ; 4
                  ( 1215.05   -46.14  -579.06     0.59)  ; 5
                  ( 1216.43   -45.66  -579.70     0.44)  ; 6
                  ( 1217.18   -45.29  -580.58     0.37)  ; 7
                  ( 1218.22   -44.91  -581.25     0.74)  ; 8
                  ( 1219.16   -44.89  -581.65     0.52)  ; 9
                  ( 1220.60   -44.57  -582.34     0.81)  ; 10
                  ( 1221.76   -43.90  -582.84     0.66)  ; 11
                  ( 1223.03   -43.53  -583.49     0.52)  ; 12
                  ( 1224.86   -42.61  -582.79     0.96)  ; 13
                  ( 1226.43   -41.90  -583.49     0.37)  ; 14
                  ( 1227.49   -41.14  -583.91     0.37)  ; 15
                  ( 1228.16   -40.78  -584.20     0.81)  ; 16
                  ( 1229.57   -40.51  -584.81     0.81)  ; 17
                  ( 1230.16   -39.48  -584.96     0.44)  ; 18
                  ( 1231.39   -38.96  -585.51     0.37)  ; 19
                  ( 1232.48   -38.95  -585.92     0.37)  ; 20
                  ( 1233.12   -38.17  -586.14     0.96)  ; 21
                  ( 1233.89   -37.12  -586.38     0.66)  ; 22
                  ( 1235.11   -36.20  -586.86     0.74)  ; 23
                  ( 1236.22   -36.04  -587.40     0.37)  ; 24
                  ( 1237.34   -36.32  -588.01     0.37)  ; 25
                  ( 1238.41   -35.38  -588.63     0.66)  ; 26
                  ( 1239.15   -34.56  -589.21     0.37)  ; 27
                  ( 1240.31   -33.48  -589.65     0.37)  ; 28
                  ( 1240.86   -32.92  -589.85     0.74)  ; 29
                  ( 1241.48   -32.30  -590.06     0.96)  ; 30
                  ( 1242.34   -31.25  -590.35     0.37)  ; 31
                  ( 1243.20   -30.77  -590.71     0.37)  ; 32
                  ( 1243.70   -30.16  -590.89     0.59)  ; 33
                  ( 1243.96   -29.61  -590.94     0.52)  ; 34
                  ( 1244.70   -29.00  -591.09     0.66)  ; 35
                  ( 1245.46   -28.36  -590.97     0.52)  ; 36
                  ( 1246.19   -27.51  -590.94     0.81)  ; 37
                  ( 1246.79   -26.68  -591.06     1.11)  ; 38
                  ( 1247.86   -25.89  -591.35     1.11)  ; 39
                  ( 1248.31   -25.20  -590.79     0.59)  ; 40
                  ( 1248.65   -24.14  -590.81     0.37)  ; 41
                  ( 1249.09   -22.86  -590.84     0.29)  ; 42
                  ( 1249.44   -21.71  -590.79     0.44)  ; 43
                  ( 1250.07   -20.32  -590.89     0.44)  ; 44
                  ( 1250.61   -19.53  -591.05     0.81)  ; 45
                  ( 1251.34   -18.66  -591.30     0.81)  ; 46
                  ( 1252.07   -18.44  -591.64     0.52)  ; 47
                  ( 1252.71   -16.99  -591.95     0.37)  ; 48
                  ( 1253.09   -15.77  -592.03     0.37)  ; 49
                  ( 1253.58   -14.85  -592.14     0.74)  ; 50
                  ( 1254.27   -14.22  -592.40     0.44)  ; 51
                  ( 1254.88   -13.50  -592.60     0.29)  ; 52
                  ( 1255.77   -12.96  -592.97     0.66)  ; 53
                  ( 1256.51   -12.17  -593.24     0.44)  ; 54
                  ( 1257.11   -11.57  -593.45     0.37)  ; 55
                  ( 1257.64   -11.47  -593.70     0.74)  ; 56
                  ( 1258.62   -10.71  -594.09     0.52)  ; 57
                  ( 1259.29   -10.35  -594.38     0.29)  ; 58
                  ( 1260.04    -9.97  -594.70     0.44)  ; 59
                  ( 1261.11    -9.78  -595.15     0.22)  ; 60
                  ( 1262.26    -9.27  -595.66     0.22)  ; 61
                  ( 1263.06    -8.95  -596.03     0.59)  ; 62
                  ( 1263.82    -8.78  -596.39     0.74)  ; 63
                   Normal
                |
                  ( 1210.01   -45.72  -574.19     1.47)  ; 1, R-1-2-2-2-2-2-2-2
                  ( 1209.52   -44.66  -575.96     1.62)  ; 2
                  ( 1209.16   -43.23  -576.17     1.84)  ; 3
                  ( 1208.44   -41.95  -577.17     2.06)  ; 4
                  (
                    ( 1207.34   -41.95  -581.84     0.66)  ; 1, R-1-2-2-2-2-2-2-2-1
                    (
                      ( 1206.92   -42.75  -581.81     0.59)  ; 1, R-1-2-2-2-2-2-2-2-1-1
                      ( 1206.23   -43.58  -581.59     0.59)  ; 2
                      ( 1205.17   -44.34  -578.77     0.44)  ; 3
                      ( 1204.63   -43.44  -578.99     0.37)  ; 4
                      ( 1204.70   -42.84  -581.24     0.37)  ; 5
                      ( 1204.99   -42.38  -583.35     0.37)  ; 6
                      ( 1205.20   -42.87  -585.16     1.03)  ; 7
                      ( 1204.66   -43.66  -587.80     1.47)  ; 8
                      ( 1203.99   -44.83  -588.30     0.88)  ; 9
                      ( 1202.24   -45.23  -588.42     0.59)  ; 10
                      ( 1200.69   -45.38  -588.95     0.59)  ; 11
                      ( 1199.54   -44.63  -590.08     0.74)  ; 12
                      ( 1199.16   -44.32  -591.20     1.18)  ; 13
                      ( 1198.80   -43.73  -591.81     1.69)  ; 14
                      ( 1197.56   -43.05  -593.19     2.28)  ; 15
                      ( 1195.97   -42.94  -594.66     1.77)  ; 16
                      ( 1195.14   -43.47  -594.39     0.52)  ; 17
                      ( 1194.20   -44.35  -595.74     0.37)  ; 18
                      ( 1194.12   -45.56  -596.29     1.11)  ; 19
                      ( 1194.42   -46.82  -596.63     0.37)  ; 20
                      ( 1194.72   -47.30  -597.94     0.37)  ; 21
                      ( 1195.19   -47.52  -598.61     0.66)  ; 22
                      ( 1195.08   -48.37  -599.03     0.44)  ; 23
                      ( 1194.31   -49.24  -598.90     0.74)  ; 24
                      ( 1193.42   -49.71  -600.75     0.44)  ; 25
                      ( 1193.65   -50.83  -601.05     0.37)  ; 26
                      ( 1193.69   -51.66  -601.19     1.47)  ; 27
                      ( 1193.54   -52.22  -602.35     1.77)  ; 28
                      ( 1193.18   -54.08  -603.66     0.44)  ; 29
                      ( 1193.09   -55.27  -603.80     0.44)  ; 30
                      ( 1192.48   -55.60  -604.76     1.03)  ; 31
                      ( 1191.49   -55.94  -605.86     0.74)  ; 32
                       Normal
                    |
                      ( 1208.37   -40.76  -582.86     0.59)  ; 1, R-1-2-2-2-2-2-2-2-1-2
                      ( 1209.28   -40.23  -583.19     0.44)  ; 2
                      ( 1210.34   -40.65  -583.86     0.74)  ; 3
                      ( 1210.94   -41.00  -584.69     0.74)  ; 4
                      ( 1210.67   -41.02  -587.14     0.66)  ; 5
                      ( 1211.24   -40.59  -588.59     0.88)  ; 6
                      ( 1211.59   -40.20  -589.65     0.88)  ; 7
                      ( 1210.64   -38.34  -591.20     0.44)  ; 8
                      ( 1209.81   -37.00  -590.79     0.44)  ; 9
                      ( 1209.88   -36.37  -590.72     0.44)  ; 10
                      ( 1210.30   -35.73  -591.19     1.11)  ; 11
                      ( 1211.07   -35.09  -591.55     1.25)  ; 12
                      ( 1211.76   -34.15  -591.76     0.52)  ; 13
                      ( 1212.17   -33.51  -592.75     0.37)  ; 14
                      ( 1212.76   -33.15  -593.41     0.37)  ; 15
                      ( 1213.21   -32.70  -594.19     0.37)  ; 16
                      ( 1213.67   -32.11  -594.66     0.37)  ; 17
                      ( 1213.87   -31.14  -594.82     0.37)  ; 18
                      ( 1212.40   -29.46  -598.25     0.96)  ; 19
                      ( 1210.87   -28.27  -599.19     0.74)  ; 20
                      ( 1210.78   -27.35  -599.89     0.59)  ; 21
                      ( 1211.32   -26.55  -600.45     0.44)  ; 22
                      ( 1211.87   -25.19  -601.67     1.03)  ; 23
                      ( 1211.96   -24.40  -603.24     0.81)  ; 24
                      ( 1212.61   -23.48  -603.77     0.52)  ; 25
                      ( 1212.88   -22.79  -605.71     0.37)  ; 26
                      ( 1213.33   -22.43  -606.50     0.37)  ; 27
                      ( 1213.89   -21.87  -606.70     1.40)  ; 28
                      ( 1214.64   -21.20  -606.97     1.69)  ; 29
                      ( 1215.13   -20.38  -607.10     0.96)  ; 30
                      ( 1215.01   -19.86  -608.54     0.29)  ; 31
                      ( 1216.07   -18.98  -609.01     0.81)  ; 32
                      ( 1215.77   -18.14  -610.63     0.52)  ; 33
                      ( 1215.93   -17.92  -610.75     1.11)  ; 34
                      ( 1216.04   -16.93  -610.65     1.33)  ; 35
                      ( 1216.04   -16.25  -611.64     0.44)  ; 36
                      ( 1216.61   -15.00  -611.81     0.29)  ; 37
                      ( 1217.22   -14.36  -612.84     0.29)  ; 38
                      ( 1217.76   -14.02  -613.34     0.96)  ; 39
                      ( 1218.01   -13.71  -614.24     1.18)  ; 40
                      ( 1218.35   -13.31  -615.36     0.44)  ; 41
                      ( 1219.25   -12.98  -615.78     0.29)  ; 42
                      ( 1218.68   -12.34  -617.03     0.29)  ; 43
                      ( 1219.02   -11.48  -617.14     1.47)  ; 44
                      ( 1219.55   -10.91  -618.47     1.11)  ; 45
                      ( 1220.41   -10.45  -618.97     0.29)  ; 46
                      ( 1220.82   -10.05  -620.21     0.22)  ; 47
                      ( 1221.35    -9.48  -622.03     0.88)  ; 48
                      ( 1222.23    -8.92  -623.55     2.14)  ; 49
                      ( 1222.61    -8.92  -623.95     2.14)  ; 50
                      ( 1223.47    -8.74  -624.36     0.74)  ; 51
                      ( 1223.87    -8.44  -625.13     0.44)  ; 52
                      ( 1224.50    -8.17  -625.54     0.44)  ; 53
                      ( 1225.97    -7.64  -626.55     0.22)  ; 54
                      ( 1226.73    -7.64  -627.35     0.22)  ; 55
                      ( 1227.86    -7.63  -629.08     0.59)  ; 56
                       Normal
                    )  ;  End of split
                  |
                    ( 1208.84   -40.40  -577.35     1.40)  ; 1, R-1-2-2-2-2-2-2-2-2
                    ( 1207.91   -38.12  -580.34     1.84)  ; 2
                    ( 1208.64   -35.84  -580.36     1.62)  ; 3
                    ( 1209.82   -33.64  -580.58     1.62)  ; 4
                    ( 1211.02   -31.22  -580.83     1.62)  ; 5
                    ( 1212.25   -29.40  -581.17     1.62)  ; 6
                    ( 1213.63   -27.43  -581.59     1.55)  ; 7
                    ( 1214.26   -26.35  -581.75     1.55)  ; 8
                    ( 1215.21   -24.98  -582.03     1.69)  ; 9
                    ( 1215.34   -23.46  -582.06     1.69)  ; 10
                    ( 1215.34   -22.40  -582.65     1.92)  ; 11
                    ( 1215.51   -20.89  -582.52     2.50)  ; 12
                    (
                      ( 1213.62   -20.62  -583.61     1.25)  ; 1, R-1-2-2-2-2-2-2-2-2-1
                      ( 1212.33   -19.90  -583.40     0.88)  ; 2
                      ( 1210.35   -18.74  -584.53     0.74)  ; 3
                      ( 1209.03   -18.20  -585.54     0.74)  ; 4
                      ( 1207.37   -18.47  -587.85     0.88)  ; 5
                      ( 1206.20   -19.46  -587.40     1.03)  ; 6
                      ( 1204.89   -20.08  -587.30     0.81)  ; 7
                      ( 1203.04   -19.95  -587.63     1.47)  ; 8
                      ( 1201.07   -18.73  -588.89     1.33)  ; 9
                      ( 1199.92   -17.32  -589.11     1.03)  ; 10
                      ( 1199.20   -15.81  -589.88     1.18)  ; 11
                      ( 1198.89   -14.46  -590.80     1.18)  ; 12
                      ( 1198.57   -13.18  -591.60     1.11)  ; 13
                      ( 1198.15   -11.74  -591.92     0.96)  ; 14
                      (
                        ( 1197.04   -11.70  -591.63     0.44)  ; 1, R-1-2-2-2-2-2-2-2-2-1-1
                        ( 1196.20   -10.23  -591.04     0.44)  ; 2
                        ( 1195.88    -8.91  -590.61     0.66)  ; 3
                        ( 1194.86    -7.94  -589.28     0.52)  ; 4
                        ( 1193.00    -8.48  -590.16     0.59)  ; 5
                        ( 1191.71    -8.57  -589.66     0.44)  ; 6
                        ( 1190.95    -7.55  -589.66     1.03)  ; 7
                        ( 1190.00    -6.34  -590.01     1.03)  ; 8
                        ( 1189.53    -5.73  -590.42     0.44)  ; 9
                        ( 1188.68    -5.27  -590.13     0.29)  ; 10
                        ( 1187.55    -5.00  -589.51     0.29)  ; 11
                        ( 1186.54    -4.84  -588.97     0.29)  ; 12
                        ( 1186.02    -3.84  -588.56     0.29)  ; 13
                        ( 1185.84    -3.05  -588.69     0.29)  ; 14
                        ( 1185.05    -1.67  -589.04     0.96)  ; 15
                        ( 1184.61    -1.05  -589.19     0.96)  ; 16
                        ( 1184.20    -0.29  -589.55     0.74)  ; 17
                        ( 1183.74     0.24  -589.22     1.25)  ; 18
                        ( 1182.72     0.89  -589.29     1.69)  ; 19
                        ( 1181.54     0.74  -590.21     1.11)  ; 20
                        ( 1180.84     1.30  -589.76     0.22)  ; 21
                        ( 1180.36     2.35  -589.36     0.22)  ; 22
                        ( 1179.67     1.89  -589.21     0.22)  ; 23
                        ( 1178.47     2.28  -588.81     0.81)  ; 24
                        ( 1178.05     2.12  -589.45     0.37)  ; 25
                        ( 1177.27     2.16  -589.11     0.22)  ; 26
                        ( 1176.46     2.76  -589.01     0.81)  ; 27
                        ( 1175.92     2.97  -588.71     1.25)  ; 28
                        ( 1175.17     2.97  -588.94     0.52)  ; 29
                        ( 1174.71     2.82  -588.73     0.22)  ; 30
                        ( 1173.70     2.70  -589.24     0.74)  ; 31
                        ( 1173.04     3.01  -590.01     0.52)  ; 32
                        ( 1171.91     3.59  -589.35     1.55)  ; 33
                        ( 1171.19     4.66  -588.83     1.84)  ; 34
                        ( 1169.91     4.51  -590.24     0.52)  ; 35
                        ( 1168.83     4.94  -589.61     0.37)  ; 36
                        ( 1168.04     5.02  -590.15     0.81)  ; 37
                        ( 1167.35     4.97  -589.88     0.81)  ; 38
                        ( 1166.31     5.97  -590.21     0.37)  ; 39
                        ( 1165.45     7.08  -589.61     1.33)  ; 40
                        ( 1164.77     7.99  -590.96     0.44)  ; 41
                        ( 1164.31     9.02  -591.05     0.52)  ; 42
                         Normal
                      |
                        ( 1198.69   -10.56  -592.03     0.59)  ; 1, R-1-2-2-2-2-2-2-2-2-1-2
                        ( 1198.99    -8.47  -591.86     0.59)  ; 2
                        ( 1198.90    -6.78  -591.50     0.59)  ; 3
                        ( 1197.78    -5.66  -592.05     0.88)  ; 4
                        ( 1196.62    -4.70  -592.06     0.81)  ; 5
                        ( 1195.50    -3.35  -591.29     1.03)  ; 6
                        ( 1194.53    -2.54  -592.91     0.81)  ; 7
                        ( 1193.44    -1.15  -593.97     0.59)  ; 8
                        ( 1191.69    -0.09  -594.63     1.03)  ; 9
                        ( 1191.49     0.64  -595.16     1.33)  ; 10
                        ( 1192.04     1.41  -595.33     1.55)  ; 11
                        ( 1192.50     3.15  -595.30     0.52)  ; 12
                        ( 1192.33     4.05  -595.42     1.84)  ; 13
                        ( 1191.47     4.96  -594.85     2.21)  ; 14
                        (
                          ( 1189.92     5.18  -597.83     1.18)  ; 1, R-1-2-2-2-2-2-2-2-2-1-2-1
                          ( 1189.65     6.01  -597.76     0.59)  ; 2
                          ( 1189.26     7.02  -597.63     0.29)  ; 3
                          ( 1188.80     8.27  -597.68     0.52)  ; 4
                          ( 1188.52     8.92  -597.44     1.11)  ; 5
                          ( 1187.92     9.97  -598.13     1.33)  ; 6
                          ( 1187.78    11.91  -598.17     1.11)  ; 7
                          ( 1187.03    13.90  -597.49     0.22)  ; 8
                          ( 1186.39    15.29  -596.96     0.22)  ; 9
                          ( 1185.75    15.71  -596.58     0.81)  ; 10
                          ( 1185.66    17.20  -597.32     0.37)  ; 11
                          ( 1185.18    19.02  -596.88     0.52)  ; 12
                          ( 1185.01    19.68  -596.69     0.37)  ; 13
                          ( 1185.04    20.14  -596.63     1.33)  ; 14
                          ( 1185.15    21.03  -596.55     1.55)  ; 15
                          ( 1184.54    22.01  -596.10     0.52)  ; 16
                          ( 1184.54    22.57  -596.07     0.37)  ; 17
                          ( 1184.36    23.20  -596.10     0.44)  ; 18
                          ( 1184.13    24.11  -596.39     0.37)  ; 19
                          ( 1183.96    24.87  -596.19     1.11)  ; 20
                          ( 1183.96    25.96  -596.03     0.29)  ; 21
                          ( 1183.83    27.05  -595.92     0.29)  ; 22
                          ( 1183.71    28.30  -595.95     0.29)  ; 23
                          ( 1183.70    28.84  -596.14     0.29)  ; 24
                          ( 1183.37    30.05  -595.79     1.25)  ; 25
                          ( 1183.14    30.85  -595.55     0.44)  ; 26
                          ( 1183.06    32.17  -596.14     0.22)  ; 27
                          ( 1182.88    33.34  -595.86     0.96)  ; 28
                          ( 1182.95    33.76  -595.84     1.18)  ; 29
                          ( 1183.16    34.76  -595.80     0.22)  ; 30
                          ( 1183.13    35.27  -595.70     0.44)  ; 31
                          ( 1183.05    36.24  -595.51     0.22)  ; 32
                          ( 1182.97    36.91  -595.38     0.44)  ; 33
                          ( 1183.10    37.39  -595.38     0.29)  ; 34
                          ( 1183.23    37.75  -595.39     0.88)  ; 35
                          ( 1183.39    38.49  -595.35     1.18)  ; 36
                          ( 1183.01    39.54  -595.00     0.37)  ; 37
                          ( 1182.55    40.38  -594.64     0.29)  ; 38
                          ( 1182.71    41.22  -594.60     0.74)  ; 39
                          ( 1182.82    42.41  -594.95     0.22)  ; 40
                          ( 1182.96    43.25  -594.96     1.03)  ; 41
                          ( 1183.14    43.89  -594.96     1.03)  ; 42
                          ( 1183.49    44.53  -595.05     0.15)  ; 43
                          ( 1183.56    45.16  -594.99     0.22)  ; 44
                          ( 1183.72    46.10  -594.92     0.88)  ; 45
                          ( 1183.69    46.99  -595.46     0.29)  ; 46
                          ( 1183.91    48.16  -595.46     0.22)  ; 47
                          ( 1184.11    49.36  -595.39     0.52)  ; 48
                          ( 1183.80    50.32  -595.70     0.22)  ; 49
                          ( 1183.64    51.19  -595.49     0.52)  ; 50
                          ( 1183.44    52.25  -595.22     0.22)  ; 51
                          ( 1183.13    52.95  -594.96     0.74)  ; 52
                          ( 1183.29    53.68  -594.94     0.52)  ; 53
                          ( 1183.40    54.57  -594.85     1.03)  ; 54
                          ( 1183.13    55.91  -594.86     0.22)  ; 55
                          ( 1182.85    56.76  -595.14     0.22)  ; 56
                          ( 1182.75    57.68  -594.88     0.52)  ; 57
                          ( 1182.92    58.21  -594.88     0.52)  ; 58
                          ( 1182.93    59.19  -594.74     0.22)  ; 59
                          ( 1182.89    60.05  -594.94     0.22)  ; 60
                          ( 1182.84    61.05  -595.02     0.44)  ; 61
                          ( 1182.76    61.75  -595.22     0.44)  ; 62
                          ( 1181.82    62.86  -596.07     0.22)  ; 63
                          ( 1181.64    63.83  -595.84     1.11)  ; 64
                          ( 1181.71    64.55  -595.76     0.66)  ; 65
                          ( 1181.63    65.41  -595.59     0.22)  ; 66
                          ( 1181.49    66.20  -595.61     0.88)  ; 67
                          ( 1181.14    66.78  -595.67     0.96)  ; 68
                           Normal
                        |
                          ( 1190.57     6.63  -595.63     0.52)  ; 1, R-1-2-2-2-2-2-2-2-2-1-2-2
                          ( 1190.75     8.15  -595.50     0.44)  ; 2
                          ( 1190.77     8.92  -595.39     0.59)  ; 3
                          ( 1189.90     9.56  -595.80     0.44)  ; 4
                          ( 1188.62    11.00  -596.43     1.18)  ; 5
                          ( 1188.06    11.39  -596.29     1.18)  ; 6
                          ( 1186.92    12.38  -595.56     0.37)  ; 7
                          ( 1186.06    12.96  -595.78     1.40)  ; 8
                          ( 1185.07    13.69  -595.16     1.69)  ; 9
                          ( 1183.60    15.17  -595.29     0.52)  ; 10
                          ( 1182.78    16.08  -595.14     0.81)  ; 11
                          ( 1181.18    16.87  -594.26     0.29)  ; 12
                          ( 1179.79    18.16  -593.50     0.29)  ; 13
                          ( 1178.67    19.72  -592.70     0.88)  ; 14
                          ( 1177.83    21.12  -593.28     0.37)  ; 15
                          ( 1177.46    22.07  -592.95     1.77)  ; 16
                          ( 1176.65    22.60  -593.21     1.11)  ; 17
                          ( 1175.87    24.50  -592.66     0.22)  ; 18
                          ( 1175.20    25.77  -592.46     0.22)  ; 19
                          ( 1174.96    26.17  -592.35     0.88)  ; 20
                          ( 1174.37    26.74  -591.96     1.03)  ; 21
                          ( 1173.97    27.11  -591.70     0.52)  ; 22
                          ( 1173.13    27.75  -592.00     0.37)  ; 23
                          ( 1172.30    28.25  -593.06     0.96)  ; 24
                          ( 1171.54    28.83  -592.79     1.25)  ; 25
                          ( 1171.05    29.20  -593.03     0.52)  ; 26
                          ( 1170.31    29.64  -592.92     0.22)  ; 27
                          ( 1169.77    29.85  -592.63     0.22)  ; 28
                          ( 1169.19    30.36  -593.06     1.03)  ; 29
                          ( 1168.47    31.03  -592.66     1.62)  ; 30
                          ( 1167.69    31.67  -592.64     0.81)  ; 31
                          ( 1166.85    32.27  -592.13     0.29)  ; 32
                          ( 1165.66    33.38  -592.58     0.29)  ; 33
                          ( 1165.25    34.04  -592.40     0.81)  ; 34
                          ( 1164.21    34.61  -591.79     1.11)  ; 35
                          ( 1163.96    34.85  -591.63     0.74)  ; 36
                          ( 1162.66    35.30  -591.36     1.69)  ; 37
                          ( 1162.14    36.23  -591.85     0.66)  ; 38
                          ( 1161.97    36.89  -591.66     0.37)  ; 39
                          ( 1161.59    37.73  -591.34     1.11)  ; 40
                          ( 1161.36    38.64  -591.09     0.37)  ; 41
                          ( 1159.37    39.62  -591.09     0.22)  ; 42
                          ( 1158.65    40.50  -591.67     0.37)  ; 43
                          ( 1158.61    41.54  -591.50     0.37)  ; 44
                          ( 1158.27    42.40  -591.46     0.37)  ; 45
                           Normal
                        )  ;  End of split
                      )  ;  End of split
                    |
                      ( 1216.32   -19.17  -582.68     1.84)  ; 1, R-1-2-2-2-2-2-2-2-2-2
                      ( 1216.29   -17.36  -582.39     1.55)  ; 2
                      ( 1215.33   -15.23  -584.09     1.55)  ; 3
                      ( 1215.04   -14.10  -583.97     1.40)  ; 4
                      ( 1214.03   -12.50  -584.04     1.33)  ; 5
                      ( 1212.98   -10.69  -583.64     1.11)  ; 6
                      ( 1212.47    -9.50  -583.67     1.11)  ; 7
                      ( 1212.49    -7.44  -583.85     1.47)  ; 8
                      ( 1212.39    -5.71  -584.90     1.69)  ; 9
                      ( 1212.42    -3.89  -585.33     1.84)  ; 10
                      ( 1212.78    -2.08  -585.45     1.84)  ; 11
                      ( 1213.53    -0.41  -585.58     1.47)  ; 12
                      ( 1214.07     1.53  -586.65     1.40)  ; 13
                      ( 1215.20     2.93  -587.09     1.40)  ; 14
                      ( 1216.41     4.61  -587.72     1.62)  ; 15
                      ( 1217.54     6.55  -588.35     1.47)  ; 16
                      ( 1218.42     8.89  -588.45     1.33)  ; 17
                      ( 1219.11    10.90  -588.50     1.33)  ; 18
                      ( 1219.28    12.66  -589.20     1.33)  ; 19
